,state,job_title,company,job_description,avg
414,NSW,Data Engineering Intern,        Medius Health,            Understanding of Business Intelligence concepts. SQL Data querying/general data analysis skills. We are looking for a Data Engineer Intern to join our growing...,87500.0
415,NSW,2018 / 2019 Summer Intern Program ,        Atlassian,"            We are a heavily data driven team, utilising a variety of data collection, enrichment, analytics and visualisations to learn about how complex systems operate....",87500.0
416,NSW,Vocational Internship Program: Climate Change and Renewable...,        south pole group,"            Understand client needs, gather market intelligence and identify industry trends. Support the research team by working on topics concerning Climate Action....",87500.0
417,NSW,Global Markets | Summer Analyst Internship 2019,        Bank of America,            Perform market and quantitative research analysis. Placement is determined after the hiring process matching the business needs and the interests/skills of the...,87500.0
418,NSW,Telemarketer & Junior sales staff required,        Docsell,            Your focus will be on cold calling business in the Sydney CBD and Northern Beaches. We are an elite manufacturer of a variety of products within the business...,87500.0
419,NSW,Sales Manager,        Mahlab,            Ability to manage strong existing client base and be self-motivated to develop new business opportunities. We are looking to hire a Media Sales Manager who is...,87500.0
420,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
421,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
422,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
423,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
424,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
425,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
426,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
427,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
428,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
429,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
430,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
431,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
432,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
434,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
436,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
